contrast,index,position,layer,group,probe,token_id,delta_logit
concealment_over_wrong,167,response_50,19,cover,coherent,55787,1.9832688570022583
concealment_over_wrong,167,response_50,19,cover,convincing,39561,3.8306171894073486
concealment_over_wrong,167,response_50,19,cover,trust,6950,6.072191476821899
concealment_over_wrong,167,response_50,19,monitoring,reveal,16400,-4.1858086585998535
concealment_over_wrong,167,response_50,19,monitoring,disclose,35233,2.0787724256515503
concealment_over_wrong,167,response_50,19,monitoring,mention,6286,2.659381866455078
concealment_over_wrong,167,response_50,19,monitoring,verify,10146,6.882319450378418
concealment_over_wrong,167,response_50,19,monitoring,check,1779,4.3972203731536865
concealment_over_wrong,167,response_50,19,monitoring,aware,7853,-0.1097138524055481
concealment_over_wrong,167,response_50,19,monitoring,intent,7385,1.3729982376098633
concealment_over_wrong,167,response_50,19,generation,answer,4226,1.3939380645751953
concealment_over_wrong,167,response_50,19,generation,reason,2874,2.9364139437675476
concealment_over_wrong,167,response_50,19,generation,think,1744,1.7809126377105713
concealment_over_wrong,167,response_50,19,generation,step,3019,-0.85675048828125
concealment_over_wrong,167,response_50,19,generation,final,1590,5.770991086959839
concealment_over_wrong,167,response_50,19,generation,short,2805,0.7391748428344727
concealment_over_wrong,167,response_50,19,generation,continue,3060,0.03502511978149414
concealment_over_wrong,167,response_50,19,generation,stop,2936,-2.448849678039551
concealment_over_wrong,167,response_50,19,generation,end,835,3.228578567504883
concealment_over_wrong,167,response_50,20,deception,lie,10246,0.42620253562927246
concealment_over_wrong,167,response_50,20,deception,lying,20446,0.3229866623878479
concealment_over_wrong,167,response_50,20,deception,deceive,92828,-2.1021608114242554
concealment_over_wrong,167,response_50,20,deception,deceptive,80274,-3.303610324859619
concealment_over_wrong,167,response_50,20,deception,misleading,37209,4.4467025101184845
concealment_over_wrong,167,response_50,20,deception,conceal,53162,-4.174607932567596
concealment_over_wrong,167,response_50,20,deception,hide,10265,1.5200657844543457
concealment_over_wrong,167,response_50,20,truth,truth,8046,-4.440926671028137
concealment_over_wrong,167,response_50,20,truth,truthful,89867,-5.82821798324585
concealment_over_wrong,167,response_50,20,truth,honest,10745,-0.08452367782592773
concealment_over_wrong,167,response_50,20,truth,honesty,47848,1.5147697925567627
concealment_over_wrong,167,response_50,20,truth,correct,4396,1.8297557830810547
concealment_over_wrong,167,response_50,20,error,wrong,4969,-2.7195681035518646
concealment_over_wrong,167,response_50,20,error,incorrect,15114,-0.47955846786499023
concealment_over_wrong,167,response_50,20,error,error,1465,-1.1475141048431396
concealment_over_wrong,167,response_50,20,error,mistake,16523,-5.718337535858154
concealment_over_wrong,167,response_50,20,error,false,895,-0.7929191589355469
concealment_over_wrong,167,response_50,20,cover,harmless,52897,3.862817943096161
concealment_over_wrong,167,response_50,20,cover,normal,4622,-0.7789819240570068
concealment_over_wrong,167,response_50,20,cover,natural,5810,-0.8786931037902832
concealment_over_wrong,167,response_50,20,cover,plausible,49334,0.027350187301635742
concealment_over_wrong,167,response_50,20,cover,coherent,55787,3.170710802078247
concealment_over_wrong,167,response_50,20,cover,convincing,39561,2.0059609413146973
concealment_over_wrong,167,response_50,20,cover,trust,6950,7.585974991321564
concealment_over_wrong,167,response_50,20,monitoring,reveal,16400,-2.251965045928955
concealment_over_wrong,167,response_50,20,monitoring,disclose,35233,1.6941914558410645
concealment_over_wrong,167,response_50,20,monitoring,mention,6286,2.5013504028320312
concealment_over_wrong,167,response_50,20,monitoring,verify,10146,6.781774520874023
concealment_over_wrong,167,response_50,20,monitoring,check,1779,4.0993452072143555
concealment_over_wrong,167,response_50,20,monitoring,aware,7853,1.2875624895095825
concealment_over_wrong,167,response_50,20,monitoring,intent,7385,0.28258728981018066
concealment_over_wrong,167,response_50,20,generation,answer,4226,1.303250789642334
concealment_over_wrong,167,response_50,20,generation,reason,2874,4.461129426956177
concealment_over_wrong,167,response_50,20,generation,think,1744,1.5288770198822021
concealment_over_wrong,167,response_50,20,generation,step,3019,-1.3277802467346191
concealment_over_wrong,167,response_50,20,generation,final,1590,6.290481090545654
concealment_over_wrong,167,response_50,20,generation,short,2805,2.7984904050827026
concealment_over_wrong,167,response_50,20,generation,continue,3060,0.9406857490539551
concealment_over_wrong,167,response_50,20,generation,stop,2936,-3.236781120300293
concealment_over_wrong,167,response_50,20,generation,end,835,5.690061330795288
concealment_over_wrong,167,response_50,21,deception,lie,10246,1.6805633902549744
concealment_over_wrong,167,response_50,21,deception,lying,20446,0.8182792067527771
concealment_over_wrong,167,response_50,21,deception,deceive,92828,-2.670653283596039
concealment_over_wrong,167,response_50,21,deception,deceptive,80274,-1.8800275325775146
concealment_over_wrong,167,response_50,21,deception,misleading,37209,4.83679986000061
concealment_over_wrong,167,response_50,21,deception,conceal,53162,-3.1800554990768433
concealment_over_wrong,167,response_50,21,deception,hide,10265,3.7597486674785614
concealment_over_wrong,167,response_50,21,truth,truth,8046,-4.1101362109184265
concealment_over_wrong,167,response_50,21,truth,truthful,89867,-5.833400726318359
concealment_over_wrong,167,response_50,21,truth,honest,10745,-0.3442322015762329
concealment_over_wrong,167,response_50,21,truth,honesty,47848,2.193576395511627
concealment_over_wrong,167,response_50,21,truth,correct,4396,0.40233302116394043
concealment_over_wrong,167,response_50,21,error,wrong,4969,-3.4397242069244385
concealment_over_wrong,167,response_50,21,error,incorrect,15114,-1.9357714653015137
concealment_over_wrong,167,response_50,21,error,error,1465,-2.132427930831909
concealment_over_wrong,167,response_50,21,error,mistake,16523,-5.4411396980285645
concealment_over_wrong,167,response_50,21,error,false,895,-1.5473551750183105
concealment_over_wrong,167,response_50,21,cover,harmless,52897,3.1901431679725647
concealment_over_wrong,167,response_50,21,cover,normal,4622,0.9444464445114136
concealment_over_wrong,167,response_50,21,cover,natural,5810,-1.5760728120803833
concealment_over_wrong,167,response_50,21,cover,plausible,49334,-1.2046115398406982
concealment_over_wrong,167,response_50,21,cover,coherent,55787,0.30133628845214844
concealment_over_wrong,167,response_50,21,cover,convincing,39561,1.9842255115509033
concealment_over_wrong,167,response_50,21,cover,trust,6950,6.038909912109375
concealment_over_wrong,167,response_50,21,monitoring,reveal,16400,0.6365973353385925
concealment_over_wrong,167,response_50,21,monitoring,disclose,35233,-0.10634320974349976
concealment_over_wrong,167,response_50,21,monitoring,mention,6286,2.3315443992614746
concealment_over_wrong,167,response_50,21,monitoring,verify,10146,6.054104328155518
concealment_over_wrong,167,response_50,21,monitoring,check,1779,3.873264789581299
concealment_over_wrong,167,response_50,21,monitoring,aware,7853,0.47529399394989014
concealment_over_wrong,167,response_50,21,monitoring,intent,7385,0.02676868438720703
concealment_over_wrong,167,response_50,21,generation,answer,4226,1.2742798328399658
concealment_over_wrong,167,response_50,21,generation,reason,2874,2.56194806098938
concealment_over_wrong,167,response_50,21,generation,think,1744,2.2318668365478516
concealment_over_wrong,167,response_50,21,generation,step,3019,-2.471466541290283
concealment_over_wrong,167,response_50,21,generation,final,1590,3.2659003734588623
concealment_over_wrong,167,response_50,21,generation,short,2805,2.5279746055603027
concealment_over_wrong,167,response_50,21,generation,continue,3060,0.3539566993713379
concealment_over_wrong,167,response_50,21,generation,stop,2936,-1.4921183586120605
concealment_over_wrong,167,response_50,21,generation,end,835,0.42678821086883545
concealment_over_wrong,167,response_50,22,deception,lie,10246,-1.6034665703773499
concealment_over_wrong,167,response_50,22,deception,lying,20446,-1.5836690068244934
concealment_over_wrong,167,response_50,22,deception,deceive,92828,-1.9409693479537964
concealment_over_wrong,167,response_50,22,deception,deceptive,80274,0.2725163698196411
concealment_over_wrong,167,response_50,22,deception,misleading,37209,6.232774972915649
concealment_over_wrong,167,response_50,22,deception,conceal,53162,-1.5620163679122925
concealment_over_wrong,167,response_50,22,deception,hide,10265,6.970468759536743
concealment_over_wrong,167,response_50,22,truth,truth,8046,-4.6371684074401855
concealment_over_wrong,167,response_50,22,truth,truthful,89867,-6.1199546456336975
concealment_over_wrong,167,response_50,22,truth,honest,10745,0.5947439670562744
concealment_over_wrong,167,response_50,22,truth,honesty,47848,2.383297085762024
concealment_over_wrong,167,response_50,22,truth,correct,4396,2.211556077003479
concealment_over_wrong,167,response_50,22,error,wrong,4969,-2.3795635104179382
concealment_over_wrong,167,response_50,22,error,incorrect,15114,-0.8200068473815918
concealment_over_wrong,167,response_50,22,error,error,1465,-2.0168397426605225
concealment_over_wrong,167,response_50,22,error,mistake,16523,-6.962029695510864
concealment_over_wrong,167,response_50,22,error,false,895,2.9478273391723633
concealment_over_wrong,167,response_50,22,cover,harmless,52897,3.7851977050304413
concealment_over_wrong,167,response_50,22,cover,normal,4622,1.564017653465271
concealment_over_wrong,167,response_50,22,cover,natural,5810,-1.0935904383659363
concealment_over_wrong,167,response_50,22,cover,plausible,49334,-0.40706777572631836
concealment_over_wrong,167,response_50,22,cover,coherent,55787,0.050740718841552734
concealment_over_wrong,167,response_50,22,cover,convincing,39561,3.4558796882629395
concealment_over_wrong,167,response_50,22,cover,trust,6950,5.144646644592285
concealment_over_wrong,167,response_50,22,monitoring,reveal,16400,2.244097411632538
concealment_over_wrong,167,response_50,22,monitoring,disclose,35233,0.28661537170410156
concealment_over_wrong,167,response_50,22,monitoring,mention,6286,0.8204576969146729
concealment_over_wrong,167,response_50,22,monitoring,verify,10146,6.726204991340637
concealment_over_wrong,167,response_50,22,monitoring,check,1779,4.913946151733398
concealment_over_wrong,167,response_50,22,monitoring,aware,7853,1.87749582529068
concealment_over_wrong,167,response_50,22,monitoring,intent,7385,1.0388717651367188
concealment_over_wrong,167,response_50,22,generation,answer,4226,1.8388941287994385
concealment_over_wrong,167,response_50,22,generation,reason,2874,2.3464104533195496
concealment_over_wrong,167,response_50,22,generation,think,1744,0.4328019618988037
concealment_over_wrong,167,response_50,22,generation,step,3019,-1.0440764427185059
concealment_over_wrong,167,response_50,22,generation,final,1590,4.708563804626465
concealment_over_wrong,167,response_50,22,generation,short,2805,2.009986639022827
concealment_over_wrong,167,response_50,22,generation,continue,3060,2.3925552368164062
concealment_over_wrong,167,response_50,22,generation,stop,2936,0.8409395217895508
concealment_over_wrong,167,response_50,22,generation,end,835,1.7840015888214111
concealment_over_wrong,167,response_50,23,deception,lie,10246,0.5600959062576294
concealment_over_wrong,167,response_50,23,deception,lying,20446,-0.2399587631225586
concealment_over_wrong,167,response_50,23,deception,deceive,92828,-1.5443440675735474
concealment_over_wrong,167,response_50,23,deception,deceptive,80274,-1.7556157112121582
concealment_over_wrong,167,response_50,23,deception,misleading,37209,4.560665547847748
concealment_over_wrong,167,response_50,23,deception,conceal,53162,-3.1510649919509888
concealment_over_wrong,167,response_50,23,deception,hide,10265,5.256492614746094
concealment_over_wrong,167,response_50,23,truth,truth,8046,-3.110716223716736
concealment_over_wrong,167,response_50,23,truth,truthful,89867,-5.1839669942855835
concealment_over_wrong,167,response_50,23,truth,honest,10745,1.2682476043701172
concealment_over_wrong,167,response_50,23,truth,honesty,47848,1.8377001285552979
concealment_over_wrong,167,response_50,23,truth,correct,4396,0.8558521270751953
concealment_over_wrong,167,response_50,23,error,wrong,4969,-1.2271130084991455
concealment_over_wrong,167,response_50,23,error,incorrect,15114,-2.840031385421753
concealment_over_wrong,167,response_50,23,error,error,1465,-2.704409122467041
concealment_over_wrong,167,response_50,23,error,mistake,16523,-6.932394981384277
concealment_over_wrong,167,response_50,23,error,false,895,2.662663459777832
concealment_over_wrong,167,response_50,23,cover,harmless,52897,1.324812650680542
concealment_over_wrong,167,response_50,23,cover,normal,4622,-0.7369232773780823
concealment_over_wrong,167,response_50,23,cover,natural,5810,-2.926463007926941
concealment_over_wrong,167,response_50,23,cover,plausible,49334,-0.35402774810791016
concealment_over_wrong,167,response_50,23,cover,coherent,55787,1.6760940551757812
concealment_over_wrong,167,response_50,23,cover,convincing,39561,1.8601875305175781
concealment_over_wrong,167,response_50,23,cover,trust,6950,3.428914785385132
concealment_over_wrong,167,response_50,23,monitoring,reveal,16400,1.9370248317718506
concealment_over_wrong,167,response_50,23,monitoring,disclose,35233,-3.7747694849967957
concealment_over_wrong,167,response_50,23,monitoring,mention,6286,1.126617193222046
concealment_over_wrong,167,response_50,23,monitoring,verify,10146,7.486355781555176
concealment_over_wrong,167,response_50,23,monitoring,check,1779,7.237754255533218
concealment_over_wrong,167,response_50,23,monitoring,aware,7853,-0.3951866626739502
concealment_over_wrong,167,response_50,23,monitoring,intent,7385,-1.6021754741668701
concealment_over_wrong,167,response_50,23,generation,answer,4226,1.9249660968780518
concealment_over_wrong,167,response_50,23,generation,reason,2874,0.3382028341293335
concealment_over_wrong,167,response_50,23,generation,think,1744,1.7624986171722412
concealment_over_wrong,167,response_50,23,generation,step,3019,1.1051928997039795
concealment_over_wrong,167,response_50,23,generation,final,1590,5.478635787963867
concealment_over_wrong,167,response_50,23,generation,short,2805,-0.07782340049743652
concealment_over_wrong,167,response_50,23,generation,continue,3060,-0.5023331642150879
concealment_over_wrong,167,response_50,23,generation,stop,2936,-0.6115443706512451
concealment_over_wrong,167,response_50,23,generation,end,835,3.3488253951072693
concealment_over_wrong,167,response_50,24,deception,lie,10246,2.407072067260742
concealment_over_wrong,167,response_50,24,deception,lying,20446,0.6950085163116455
concealment_over_wrong,167,response_50,24,deception,deceive,92828,1.154857575893402
concealment_over_wrong,167,response_50,24,deception,deceptive,80274,2.3788933753967285
concealment_over_wrong,167,response_50,24,deception,misleading,37209,6.850656867027283
concealment_over_wrong,167,response_50,24,deception,conceal,53162,-0.10581398010253906
concealment_over_wrong,167,response_50,24,deception,hide,10265,5.36394190788269
concealment_over_wrong,167,response_50,24,truth,truth,8046,-1.7129965424537659
concealment_over_wrong,167,response_50,24,truth,truthful,89867,-2.2156139612197876
concealment_over_wrong,167,response_50,24,truth,honest,10745,3.592340350151062
concealment_over_wrong,167,response_50,24,truth,honesty,47848,1.715919017791748
concealment_over_wrong,167,response_50,24,truth,correct,4396,2.5949134826660156
concealment_over_wrong,167,response_50,24,error,wrong,4969,1.7692532539367676
concealment_over_wrong,167,response_50,24,error,incorrect,15114,0.25606632232666016
concealment_over_wrong,167,response_50,24,error,error,1465,-0.2418738603591919
concealment_over_wrong,167,response_50,24,error,mistake,16523,-4.711687684059143
concealment_over_wrong,167,response_50,24,error,false,895,2.4225326776504517
concealment_over_wrong,167,response_50,24,cover,harmless,52897,3.5949337482452393
concealment_over_wrong,167,response_50,24,cover,normal,4622,3.0768244564533234
concealment_over_wrong,167,response_50,24,cover,natural,5810,-1.2162944972515106
concealment_over_wrong,167,response_50,24,cover,plausible,49334,3.1621155738830566
concealment_over_wrong,167,response_50,24,cover,coherent,55787,4.253100469708443
concealment_over_wrong,167,response_50,24,cover,convincing,39561,5.319034099578857
concealment_over_wrong,167,response_50,24,cover,trust,6950,2.9616212844848633
concealment_over_wrong,167,response_50,24,monitoring,reveal,16400,2.38676381111145
concealment_over_wrong,167,response_50,24,monitoring,disclose,35233,-2.766145706176758
concealment_over_wrong,167,response_50,24,monitoring,mention,6286,2.313416004180908
concealment_over_wrong,167,response_50,24,monitoring,verify,10146,7.627962112426758
concealment_over_wrong,167,response_50,24,monitoring,check,1779,7.014204502105713
concealment_over_wrong,167,response_50,24,monitoring,aware,7853,1.0029408931732178
concealment_over_wrong,167,response_50,24,monitoring,intent,7385,0.26305580139160156
concealment_over_wrong,167,response_50,24,generation,answer,4226,2.7188773155212402
concealment_over_wrong,167,response_50,24,generation,reason,2874,0.4776036739349365
concealment_over_wrong,167,response_50,24,generation,think,1744,3.6494853496551514
concealment_over_wrong,167,response_50,24,generation,step,3019,-1.6331186294555664
concealment_over_wrong,167,response_50,24,generation,final,1590,4.795609951019287
concealment_over_wrong,167,response_50,24,generation,short,2805,-0.7739920616149902
concealment_over_wrong,167,response_50,24,generation,continue,3060,1.3747000694274902
concealment_over_wrong,167,response_50,24,generation,stop,2936,-0.2588062286376953
concealment_over_wrong,167,response_50,24,generation,end,835,3.15974760055542
concealment_over_wrong,167,response_50,25,deception,lie,10246,4.385814070701599
concealment_over_wrong,167,response_50,25,deception,lying,20446,2.3470306396484375
concealment_over_wrong,167,response_50,25,deception,deceive,92828,1.812875211238861
concealment_over_wrong,167,response_50,25,deception,deceptive,80274,4.746435284614563
concealment_over_wrong,167,response_50,25,deception,misleading,37209,6.63219553232193
concealment_over_wrong,167,response_50,25,deception,conceal,53162,3.371173858642578
concealment_over_wrong,167,response_50,25,deception,hide,10265,5.19599461555481
concealment_over_wrong,167,response_50,25,truth,truth,8046,-1.254992961883545
concealment_over_wrong,167,response_50,25,truth,truthful,89867,-0.3834536075592041
concealment_over_wrong,167,response_50,25,truth,honest,10745,4.346561670303345
concealment_over_wrong,167,response_50,25,truth,honesty,47848,1.9910659790039062
concealment_over_wrong,167,response_50,25,truth,correct,4396,3.7277894020080566
concealment_over_wrong,167,response_50,25,error,wrong,4969,4.926961958408356
concealment_over_wrong,167,response_50,25,error,incorrect,15114,0.7755780220031738
concealment_over_wrong,167,response_50,25,error,error,1465,0.07456016540527344
concealment_over_wrong,167,response_50,25,error,mistake,16523,-2.3448972702026367
concealment_over_wrong,167,response_50,25,error,false,895,2.055220365524292
concealment_over_wrong,167,response_50,25,cover,harmless,52897,1.8613343238830566
concealment_over_wrong,167,response_50,25,cover,normal,4622,2.1768752932548523
concealment_over_wrong,167,response_50,25,cover,natural,5810,1.3221416473388672
concealment_over_wrong,167,response_50,25,cover,plausible,49334,4.655096530914307
concealment_over_wrong,167,response_50,25,cover,coherent,55787,5.44774866104126
concealment_over_wrong,167,response_50,25,cover,convincing,39561,8.534958481788635
concealment_over_wrong,167,response_50,25,cover,trust,6950,3.3305909633636475
concealment_over_wrong,167,response_50,25,monitoring,reveal,16400,2.573000907897949
concealment_over_wrong,167,response_50,25,monitoring,disclose,35233,-2.7846628427505493
concealment_over_wrong,167,response_50,25,monitoring,mention,6286,4.531947135925293
concealment_over_wrong,167,response_50,25,monitoring,verify,10146,7.976293563842773
concealment_over_wrong,167,response_50,25,monitoring,check,1779,6.282379627227783
concealment_over_wrong,167,response_50,25,monitoring,aware,7853,0.0017347335815429688
concealment_over_wrong,167,response_50,25,monitoring,intent,7385,3.2660073041915894
concealment_over_wrong,167,response_50,25,generation,answer,4226,3.928649663925171
concealment_over_wrong,167,response_50,25,generation,reason,2874,-1.5449318885803223
concealment_over_wrong,167,response_50,25,generation,think,1744,5.076958179473877
concealment_over_wrong,167,response_50,25,generation,step,3019,-2.5940499305725098
concealment_over_wrong,167,response_50,25,generation,final,1590,4.6071953773498535
concealment_over_wrong,167,response_50,25,generation,short,2805,-0.2587087154388428
concealment_over_wrong,167,response_50,25,generation,continue,3060,1.4352383613586426
concealment_over_wrong,167,response_50,25,generation,stop,2936,0.39876270294189453
concealment_over_wrong,167,response_50,25,generation,end,835,6.27941632270813
concealment_over_wrong,167,response_50,26,deception,lie,10246,2.92109215259552
concealment_over_wrong,167,response_50,26,deception,lying,20446,1.388695240020752
concealment_over_wrong,167,response_50,26,deception,deceive,92828,1.6017799377441406
concealment_over_wrong,167,response_50,26,deception,deceptive,80274,7.511247277259827
concealment_over_wrong,167,response_50,26,deception,misleading,37209,7.963500499725342
concealment_over_wrong,167,response_50,26,deception,conceal,53162,3.7996941208839417
concealment_over_wrong,167,response_50,26,deception,hide,10265,3.42559415102005
concealment_over_wrong,167,response_50,26,truth,truth,8046,-2.507115960121155
concealment_over_wrong,167,response_50,26,truth,truthful,89867,-0.3472127914428711
concealment_over_wrong,167,response_50,26,truth,honest,10745,2.901581257581711
concealment_over_wrong,167,response_50,26,truth,honesty,47848,0.8984136581420898
concealment_over_wrong,167,response_50,26,truth,correct,4396,1.302504539489746
concealment_over_wrong,167,response_50,26,error,wrong,4969,2.9352478981018066
concealment_over_wrong,167,response_50,26,error,incorrect,15114,0.2904541492462158
concealment_over_wrong,167,response_50,26,error,error,1465,-1.7254804372787476
concealment_over_wrong,167,response_50,26,error,mistake,16523,-4.86087954044342
concealment_over_wrong,167,response_50,26,error,false,895,2.3484723567962646
concealment_over_wrong,167,response_50,26,cover,harmless,52897,3.215052843093872
concealment_over_wrong,167,response_50,26,cover,normal,4622,2.2745440304279327
concealment_over_wrong,167,response_50,26,cover,natural,5810,-0.4728335738182068
concealment_over_wrong,167,response_50,26,cover,plausible,49334,3.4864205718040466
concealment_over_wrong,167,response_50,26,cover,coherent,55787,3.5717415809631348
concealment_over_wrong,167,response_50,26,cover,convincing,39561,7.109697937965393
concealment_over_wrong,167,response_50,26,cover,trust,6950,3.0954718589782715
concealment_over_wrong,167,response_50,26,monitoring,reveal,16400,1.9208600521087646
concealment_over_wrong,167,response_50,26,monitoring,disclose,35233,-3.370305299758911
concealment_over_wrong,167,response_50,26,monitoring,mention,6286,2.7233394384384155
concealment_over_wrong,167,response_50,26,monitoring,verify,10146,4.801096141338348
concealment_over_wrong,167,response_50,26,monitoring,check,1779,4.162229061126709
concealment_over_wrong,167,response_50,26,monitoring,aware,7853,0.8155931234359741
concealment_over_wrong,167,response_50,26,monitoring,intent,7385,1.2974426746368408
concealment_over_wrong,167,response_50,26,generation,answer,4226,1.5352468490600586
concealment_over_wrong,167,response_50,26,generation,reason,2874,-3.2690048217773438
concealment_over_wrong,167,response_50,26,generation,think,1744,3.5377728939056396
concealment_over_wrong,167,response_50,26,generation,step,3019,-4.452770709991455
concealment_over_wrong,167,response_50,26,generation,final,1590,4.993778228759766
concealment_over_wrong,167,response_50,26,generation,short,2805,-0.5329630374908447
concealment_over_wrong,167,response_50,26,generation,continue,3060,2.1435108184814453
concealment_over_wrong,167,response_50,26,generation,stop,2936,-0.9384975433349609
concealment_over_wrong,167,response_50,26,generation,end,835,3.4660515785217285
concealment_over_wrong,167,response_75,0,deception,lie,10246,-3.2034220695495605
concealment_over_wrong,167,response_75,0,deception,lying,20446,-2.1467705965042114
concealment_over_wrong,167,response_75,0,deception,deceive,92828,-0.33809566497802734
concealment_over_wrong,167,response_75,0,deception,deceptive,80274,-0.07451152801513672
concealment_over_wrong,167,response_75,0,deception,misleading,37209,-0.27399933338165283
concealment_over_wrong,167,response_75,0,deception,conceal,53162,1.6859462261199951
concealment_over_wrong,167,response_75,0,deception,hide,10265,-0.9273197650909424
concealment_over_wrong,167,response_75,0,truth,truth,8046,-1.735533431172371
concealment_over_wrong,167,response_75,0,truth,truthful,89867,-0.3110470175743103
concealment_over_wrong,167,response_75,0,truth,honest,10745,-1.6457255184650421
concealment_over_wrong,167,response_75,0,truth,honesty,47848,-2.3331520557403564
concealment_over_wrong,167,response_75,0,truth,correct,4396,1.0076141357421875
concealment_over_wrong,167,response_75,0,error,wrong,4969,1.2352361679077148
concealment_over_wrong,167,response_75,0,error,incorrect,15114,0.7595678567886353
concealment_over_wrong,167,response_75,0,error,error,1465,0.3398590087890625
concealment_over_wrong,167,response_75,0,error,mistake,16523,0.4484745264053345
concealment_over_wrong,167,response_75,0,error,false,895,-1.604431688785553
concealment_over_wrong,167,response_75,0,cover,harmless,52897,-0.14452862739562988
concealment_over_wrong,167,response_75,0,cover,normal,4622,0.8172086477279663
concealment_over_wrong,167,response_75,0,cover,natural,5810,0.8235867023468018
concealment_over_wrong,167,response_75,0,cover,plausible,49334,0.16091299057006836
concealment_over_wrong,167,response_75,0,cover,coherent,55787,-1.3011441230773926
concealment_over_wrong,167,response_75,0,cover,convincing,39561,0.5599000453948975
concealment_over_wrong,167,response_75,0,cover,trust,6950,-0.7055351734161377
concealment_over_wrong,167,response_75,0,monitoring,reveal,16400,-1.598122000694275
concealment_over_wrong,167,response_75,0,monitoring,disclose,35233,0.7148497104644775
concealment_over_wrong,167,response_75,0,monitoring,mention,6286,1.4461673498153687
concealment_over_wrong,167,response_75,0,monitoring,verify,10146,-1.8140451908111572
concealment_over_wrong,167,response_75,0,monitoring,check,1779,0.14158201217651367
concealment_over_wrong,167,response_75,0,monitoring,aware,7853,-3.7430102229118347
concealment_over_wrong,167,response_75,0,monitoring,intent,7385,-1.5129275918006897
concealment_over_wrong,167,response_75,0,generation,answer,4226,0.008907318115234375
concealment_over_wrong,167,response_75,0,generation,reason,2874,-1.4411133527755737
concealment_over_wrong,167,response_75,0,generation,think,1744,-2.483149230480194
concealment_over_wrong,167,response_75,0,generation,step,3019,0.5295310020446777
concealment_over_wrong,167,response_75,0,generation,final,1590,-0.12671566009521484
concealment_over_wrong,167,response_75,0,generation,short,2805,-0.5230387449264526
concealment_over_wrong,167,response_75,0,generation,continue,3060,-0.7898551225662231
concealment_over_wrong,167,response_75,0,generation,stop,2936,-0.7766606211662292
concealment_over_wrong,167,response_75,0,generation,end,835,-2.4587730169296265
concealment_over_wrong,167,response_75,1,deception,lie,10246,-2.0070176124572754
concealment_over_wrong,167,response_75,1,deception,lying,20446,-1.2231944799423218
concealment_over_wrong,167,response_75,1,deception,deceive,92828,-0.13428997993469238
concealment_over_wrong,167,response_75,1,deception,deceptive,80274,0.1119835376739502
concealment_over_wrong,167,response_75,1,deception,misleading,37209,0.00929713249206543
concealment_over_wrong,167,response_75,1,deception,conceal,53162,1.0112295150756836
concealment_over_wrong,167,response_75,1,deception,hide,10265,-0.42368149757385254
concealment_over_wrong,167,response_75,1,truth,truth,8046,-1.0945484042167664
concealment_over_wrong,167,response_75,1,truth,truthful,89867,0.10985499620437622
concealment_over_wrong,167,response_75,1,truth,honest,10745,-0.7222629189491272
concealment_over_wrong,167,response_75,1,truth,honesty,47848,-1.4108736515045166
concealment_over_wrong,167,response_75,1,truth,correct,4396,0.8185901641845703
concealment_over_wrong,167,response_75,1,error,wrong,4969,0.7088654041290283
concealment_over_wrong,167,response_75,1,error,incorrect,15114,0.6426733732223511
concealment_over_wrong,167,response_75,1,error,error,1465,0.35510849952697754
concealment_over_wrong,167,response_75,1,error,mistake,16523,0.3885507583618164
concealment_over_wrong,167,response_75,1,error,false,895,-1.2335429191589355
concealment_over_wrong,167,response_75,1,cover,harmless,52897,-0.32814741134643555
concealment_over_wrong,167,response_75,1,cover,normal,4622,0.45218825340270996
concealment_over_wrong,167,response_75,1,cover,natural,5810,0.6306852102279663
concealment_over_wrong,167,response_75,1,cover,plausible,49334,0.22523880004882812
concealment_over_wrong,167,response_75,1,cover,coherent,55787,-0.952937126159668
concealment_over_wrong,167,response_75,1,cover,convincing,39561,-0.08010399341583252
concealment_over_wrong,167,response_75,1,cover,trust,6950,-0.3360069990158081
concealment_over_wrong,167,response_75,1,monitoring,reveal,16400,-1.184758186340332
concealment_over_wrong,167,response_75,1,monitoring,disclose,35233,0.31909799575805664
concealment_over_wrong,167,response_75,1,monitoring,mention,6286,1.5762660503387451
concealment_over_wrong,167,response_75,1,monitoring,verify,10146,-1.403123378753662
concealment_over_wrong,167,response_75,1,monitoring,check,1779,-0.2721898555755615
concealment_over_wrong,167,response_75,1,monitoring,aware,7853,-2.0991803407669067
concealment_over_wrong,167,response_75,1,monitoring,intent,7385,-0.9583984613418579
concealment_over_wrong,167,response_75,1,generation,answer,4226,0.19125962257385254
concealment_over_wrong,167,response_75,1,generation,reason,2874,-1.6290894746780396
concealment_over_wrong,167,response_75,1,generation,think,1744,-1.9278097748756409
concealment_over_wrong,167,response_75,1,generation,step,3019,0.3145427703857422
concealment_over_wrong,167,response_75,1,generation,final,1590,-0.24868059158325195
concealment_over_wrong,167,response_75,1,generation,short,2805,0.009019136428833008
concealment_over_wrong,167,response_75,1,generation,continue,3060,-0.42626893520355225
concealment_over_wrong,167,response_75,1,generation,stop,2936,-0.585342526435852
concealment_over_wrong,167,response_75,1,generation,end,835,-1.0653424859046936
concealment_over_wrong,167,response_75,2,deception,lie,10246,-2.7253562211990356
concealment_over_wrong,167,response_75,2,deception,lying,20446,-1.7363547086715698
concealment_over_wrong,167,response_75,2,deception,deceive,92828,-0.2575349807739258
concealment_over_wrong,167,response_75,2,deception,deceptive,80274,0.35826826095581055
